title;location;date;players;surface;court_type;prize;winner
Bangkok;Bangkok;2009.09.28;28;Hard;Indoor;$608,500;Gilles Simon
Beijing;Beijing;2009.10.05;32;Hard;Outdoor;$3,337,000;Novak Djokovic
Tokyo;Tokyo;2009.10.05;32;Hard;Outdoor;$1,226,500;Jo-Wilfried Tsonga
ATP World Tour Masters 1000 Shanghai;Shanghai, China;2009.10.11;56;Hard;Outdoor;$5,250,000;Nikolay Davydenko
Moscow;Moscow;2009.10.19;32;Hard;Indoor;$1,080,500;Mikhail Youzhny
Stockholm;Stockholm;2009.10.19;32;Hard;Indoor;€600,000;Marcos Baghdatis
St. Petersburg;St. Petersburg;2009.10.25;32;Hard;Indoor;$750,000;Sergiy Stakhovsky
Lyon;Lyon;2009.10.26;32;Hard;Indoor;€650,000;Ivan Ljubicic
Vienna;Vienna;2009.10.26;32;Hard;Indoor;€574,750;Jurgen Melzer
Valencia;Valencia;2009.11.02;32;Hard;Indoor;€2,019,000;Andy Murray
Basel;Basel;2009.11.02;32;Hard;Indoor;€1,755,000;Novak Djokovic
ATP World Tour Masters 1000 Paris;Paris;2009.11.08;48;Hard;Indoor;€2,750,000;Novak Djokovic
ATP Finals;;2009.11.22;8;Hard;Indoor;$5,000,000;Nikolay Davydenko
Brisbane;Brisbane;2010.01.03;32;Hard;Outdoor;$424,250;Andy Roddick
Doha;Doha;2010.01.04;32;Hard;Outdoor;$1,110,250;Nikolay Davydenko
Chennai;Chennai;2010.01.04;32;Hard;Outdoor;$450,000;Marin Cilic
Sydney;Sydney;2010.01.11;28;Hard;Outdoor;$424,250;Marcos Baghdatis
Auckland;Auckland;2010.01.11;28;Hard;Outdoor;$407,250;John Isner
Australian Open;Melbourne;2010.01.18;128;Hard;Outdoor;A$11,048,640;Roger Federer
Johannesburg;Johannesburg;2010.02.01;32;Hard;Outdoor;$500,000;Feliciano Lopez
Santiago;Santiago;2010.02.01;32;Clay;Outdoor;$450,000;Thomaz Bellucci
Zagreb;Zagreb;2010.02.01;32;Hard;Indoor;€450,000;Marin Cilic
Rotterdam;Rotterdam;2010.02.08;32;Hard;Indoor;€1,445,000;Robin Soderling
San Jose;San Jose;2010.02.08;32;Hard;Indoor;$600,000;Fernando Verdasco
Sao Paulo;Sao Paulo;2010.02.08;32;Clay;Outdoor;$500,000;Juan Carlos Ferrero
Memphis;Memphis;2010.02.15;32;Hard;Indoor;$1,226,500;Sam Querrey
Marseille;Marseille, France;2010.02.15;28;Hard;Indoor;€576,000;Michael Llodra
Buenos Aires;Buenos Aires;2010.02.15;32;Clay;Outdoor;$544,300;Juan Carlos Ferrero
Dubai;Dubai, United Arab Emirates;2010.02.22;32;Hard;Outdoor;$2,233,000;Novak Djokovic
Acapulco;Acapulco, Mexico;2010.02.22;32;Clay;Outdoor;$1,081,500;David Ferrer
Delray Beach;Delray Beach;2010.02.22;32;Hard;Outdoor;$500,000;Ernests Gulbis
ATP World Tour Masters 1000 Indian Wells;Indian Wells;2010.03.11;96;Hard;Outdoor;$4,702,285;Ivan Ljubicic
ATP World Tour Masters 1000 Miami;Miami;2010.03.24;96;Hard;Outdoor;$4,500,000;Andy Roddick
Houston;Houston, United States;2010.04.05;28;Clay;Outdoor;$500,000;Juan Ignacio Chela
Casablanca;Casablanca;2010.04.05;28;Clay;Outdoor;€450,000;Stan Wawrinka
ATP World Tour Masters 1000 Monte Carlo;Monte Carlo;2010.04.11;56;Clay;Outdoor;€2,750,000;Rafael Nadal
Barcelona;Barcelona;2010.04.19;56;Clay;Outdoor;€1,995,000;Fernando Verdasco
ATP World Tour Masters 1000 Rome;Rome;2010.04.25;56;Clay;Outdoor;€2,750,000;Rafael Nadal
Munich;Munich, Germany;2010.05.02;32;Clay;Outdoor;€450,000;Mikhail Youzhny
Estoril;Estoril;2010.05.03;28;Clay;Outdoor;€450,000;Albert Montanes
Belgrade;Belgrade;2010.05.03;28;Clay;Outdoor;€424,950;Sam Querrey
ATP World Tour Masters 1000 Madrid;Madrid, Spain;2010.05.09;56;Clay;Outdoor;€3,700,000;Rafael Nadal
World Team Championship;Dusseldorf;2010.05.16;32;Clay;Outdoor;€1,350,000;Juan Monaco
Nice;Nice, France;2010.05.16;28;Clay;Outdoor;€450,000;Richard Gasquet
Roland Garros;Paris, France;2010.05.24;128;Clay;Outdoor;€7,580,800;Rafael Nadal
Halle;Halle, Germany;2010.06.07;32;Grass;Outdoor;€750,000;Lleyton Hewitt
London / Queen's Club;London, Great Britain;2010.06.07;56;Grass;Outdoor;€713,950;Sam Querrey
Eastbourne;Eastbourne, Great Britain;2010.06.13;32;Grass;Outdoor;€456,750;Michael Llodra
s-Hertogenbosch;s-Hertogenbosch, Netherlands;2010.06.13;28;Grass;Outdoor;€450,000;Sergiy Stakhovsky
Wimbledon;London, Great Britain;2010.06.21;128;Grass;Outdoor;£6,196,000;Rafael Nadal
Newport;Newport, United States;2010.07.05;32;Grass;Outdoor;$500,000;Mardy Fish
Båstad;Bastad, Sweden;2010.07.12;28;Clay;Outdoor;€450,000;Nicolas Almagro
Stuttgart;Stuttgart, Germany;2010.07.12;28;Clay;Outdoor;€450,000;Albert Montanes
Hamburg;Hamburg, Germany;2010.07.19;48;Clay;Outdoor;€1,115,000;Andrey Golubev
Atlanta;Atlanta, United States;2010.07.19;28;Hard;Outdoor;$600,000;Mardy Fish
Gstaad;Gstaad, Switzerland;2010.07.25;32;Clay;Outdoor;€450,000;Nicolas Almagro
Los Angeles;Los Angeles, United States;2010.07.26;28;Hard;Outdoor;$700,000;Sam Querrey
Umag;Umag, Croatia;2010.07.26;28;Clay;Outdoor;€450,000;Juan Carlos Ferrero
Washington;Washington, United States;2010.08.01;48;Hard;Outdoor;$1,402,000;David Nalbandian
ATP World Tour Masters 1000 Canada;Toronto, Canada;2010.08.09;56;Hard;Outdoor;$3,000,000;Andy Murray
ATP World Tour Masters 1000 Cincinnati;Cincinnati, United States;2010.08.15;56;Hard;Outdoor;$3,000,000;Roger Federer
New Haven;New Haven;2010.08.22;48;Hard;Outdoor;$750,000;Sergiy Stakhovsky
US Open;New York;2010.08.30;128;Hard;Outdoor;$10,508,000;Rafael Nadal
Metz;Metz;2010.09.20;28;Hard;Indoor;€450,000;Gilles Simon
Bucharest;Bucharest;2010.09.20;28;Clay;Outdoor;€420,200;Juan Ignacio Chela
Kuala Lumpur;Kuala Lumpur;2010.09.27;28;Hard;Indoor;$947,750;Mikhail Youzhny
Bangkok;Bangkok;2010.09.27;28;Hard;Indoor;$608,500;Guillermo Garcia-Lopez
Beijing;Beijing, China;2010.10.04;32;Hard;Outdoor;$3,336,500;Novak Djokovic
Tokyo;Tokyo;2010.10.04;32;Hard;Outdoor;$1,226,500;Rafael Nadal
ATP World Tour Masters 1000 Shanghai;Shanghai, China;2010.10.10;56;Hard;Outdoor;$5,250,000;Andy Murray
Moscow;Moscow, Russia;2010.10.18;28;Hard;Indoor;$1,080,500;Viktor Troicki
Stockholm;Stockholm;2010.10.18;28;Hard;Indoor;€600,000;Roger Federer
St. Petersburg;St. Petersburg, Russia;2010.10.25;32;Hard;Indoor;$750,000;Mikhail Kukushkin
Montpellier;Montpellier, France;2010.10.25;28;Hard;Indoor;€650,000;Gael Monfils
Vienna;Vienna, Austria;2010.10.25;28;Hard;Indoor;€650,000;Jurgen Melzer
Valencia;Valencia, Switzerland;2010.10.31;32;Hard;Indoor;€2,019,000;David Ferrer
Basel;Basel, Switzerland;2010.11.01;32;Hard;Indoor;€1,755,000;Roger Federer
ATP World Tour Masters 1000 Paris;Paris, France;2010.11.07;48;Hard;Indoor;€2,750,000;Robin Soderling
ATP Finals;;2010.11.21;8;Hard;Indoor;$5,070,000;Roger Federer
Brisbane;Brisbane, Australia;2011.01.02;32;Hard;Outdoor;$474,050;Robin Soderling
Doha;Doha, Qatar;2011.01.03;32;Hard;Outdoor;$1,110,250;Roger Federer
Chennai;Chennai, India;2011.01.03;32;Hard;Outdoor;$450,000;Stan Wawrinka
Sydney;Sydney, Australia;2011.01.10;28;Hard;Outdoor;$474,050;Gilles Simon
Auckland;Auckland, New Zealand;2011.01.10;28;Hard;Outdoor;$450,000;David Ferrer
Australian Open;Melbourne, Australia;2011.01.17;128;Hard;Outdoor;A$11,414,950;Novak Djokovic
Johannesburg;Johannesburg, South Africa;2011.01.31;32;Hard;Outdoor;$500,000;Kevin Anderson
Santiago;Santiago, Chile;2011.01.31;32;Clay;Outdoor;$450,000;Tommy Robredo
Zagreb;Zagreb, Croatia;2011.01.31;28;Hard;Indoor;€450,000;Ivan Dodig
Rotterdam;Rotterdam, Netherlands;2011.02.07;32;Hard;Indoor;€1,445,000;Robin Soderling
San Jose;San Jose, United States;2011.02.07;32;Hard;Indoor;$600,000;Milos Raonic
Sao Paulo;Sao Paulo, Brazil;2011.02.07;28;Clay;Outdoor;$527,700;Nicolas Almagro
Memphis;Memphis, United States;2011.02.14;32;Hard;Indoor;$1,226,500;Andy Roddick
Marseille;Marseille, France;2011.02.14;28;Hard;Indoor;€576,000;Robin Soderling
Buenos Aires;Buenos Aires, Argentina;2011.02.14;32;Clay;Outdoor;$547,900;Nicolas Almagro
Dubai;Dubai, United Arab Emirates;2011.02.21;32;Hard;Outdoor;$2,233,000;Novak Djokovic
Acapulco;Acapulco, Mexico;2011.02.21;32;Clay;Outdoor;$1,226,500;David Ferrer
Delray Beach;Delray Beach, United States;2011.02.21;32;Hard;Outdoor;$442,500;Juan Martin del Potro
ATP World Tour Masters 1000 Indian Wells;Indian Wells, United States;2011.03.10;96;Hard;Outdoor;$4,717,540;Novak Djokovic
ATP World Tour Masters 1000 Miami;Miami, United States;2011.03.23;96;Hard;Outdoor;$4,500,000;Novak Djokovic
Houston;Houston, United States;2011.04.04;28;Clay;Outdoor;$500,000;Ryan Sweeting
Casablanca;Casablanca, Morocco;2011.04.04;28;Clay;Outdoor;€450,000;Pablo Andujar
ATP World Tour Masters 1000 Monte Carlo;Monte Carlo, Monaco;2011.04.10;56;Clay;Outdoor;€2,543,750;Rafael Nadal
Barcelona;Barcelona, Spain;2011.04.18;56;Clay;Outdoor;€1,995,000;Rafael Nadal
Munich;Munich, Germany;2011.04.24;32;Clay;Outdoor;€450,000;Nikolay Davydenko
Estoril;Estoril, Portugal;2011.04.25;28;Clay;Outdoor;€450,000;Juan Martin del Potro
Belgrade;Belgrade, Serbia;2011.04.25;28;Clay;Outdoor;€416,650;Novak Djokovic
ATP World Tour Masters 1000 Madrid;Madrid, Spain;2011.05.01;56;Clay;Outdoor;€3,706,000;Novak Djokovic
ATP World Tour Masters 1000 Rome;Rome, Italy;2011.05.08;56;Clay;Outdoor;€2,750,000;Novak Djokovic
World Team Championship;Dusseldorf, Germany;2011.05.15;32;Clay;Outdoor;€1,100,000;Juan Ignacio Chela
Nice;Nice, France;2011.05.15;28;Clay;Outdoor;€450,000;Nicolas Almagro
Roland Garros;Paris, France;2011.05.22;128;Clay;Outdoor;€7,884,000;Rafael Nadal
Halle;Halle, Germany;2011.06.06;32;Grass;Outdoor;€750,000;Philipp Kohlschreiber
London / Queen's Club;London, Great Britain;2011.06.06;56;Grass;Outdoor;€694,250;Andy Murray
Eastbourne;Eastbourne, Great Britain;2011.06.12;32;Grass;Outdoor;€462,675;Andreas Seppi
s-Hertogenbosch;s-Hertogenbosch, Netherlands;2011.06.12;32;Grass;Outdoor;€450,000;Dmitry Tursunov
Wimbledon;London, Great Britain;2011.06.20;128;Grass;Outdoor;£6,631,000;Novak Djokovic
Newport;Newport, United States;2011.07.04;32;Grass;Outdoor;$500,000;John Isner
Båstad;Bastad, Sweden;2011.07.11;28;Clay;Outdoor;€450,000;Robin Soderling
Stuttgart;Stuttgart, Germany;2011.07.11;32;Clay;Outdoor;€450,000;Juan Carlos Ferrero
Hamburg;Hamburg, Germany;2011.07.18;48;Clay;Outdoor;€1,115,000;Gilles Simon
Atlanta;Atlanta, United States;2011.07.18;28;Hard;Outdoor;$600,000;Mardy Fish
Los Angeles;Los Angeles, United States;2011.07.25;28;Hard;Outdoor;$700,000;Ernests Gulbis
Gstaad;Gstaad, Switzerland;2011.07.25;28;Clay;Outdoor;€450,000;Marcel Granollers
Umag;Umag, Croatia;2011.07.25;28;Clay;Outdoor;€450,000;Alexandr Dolgopolov
Washington;Washington, United States;2011.07.31;48;Hard;Outdoor;$1,402,900;Radek Stepanek
Kitzbühel;Kitzbhel, Austria;2011.07.31;28;Clay;Outdoor;€450,000;Robin Haase
ATP World Tour Masters 1000 Canada;Montreal, Canada;2011.08.08;56;Hard;Outdoor;$3,000,000;Novak Djokovic
ATP World Tour Masters 1000 Cincinnati;Cincinnati, United States;2011.08.14;56;Hard;Outdoor;$3,200,000;Andy Murray
Winston-Salem;Winston-Salem, United States;2011.08.21;48;Hard;Outdoor;$625,000;John Isner
US Open;New York, United States;2011.08.29;128;Hard;Outdoor;$10,768,000;Novak Djokovic
Metz;Metz, France;2011.09.19;28;Hard;Indoor;€450,000;Jo-Wilfried Tsonga
Bucharest;Bucharest, Romania;2011.09.19;28;Clay;Outdoor;€422,950;Florian Mayer
Kuala Lumpur;Kuala Lumpur, Malaysia;2011.09.26;28;Hard;Indoor;$947,750;Janko Tipsarevic
Bangkok;Bangkok, Thailand;2011.09.26;28;Hard;Indoor;$644,500;Andy Murray
Beijing;Beijing, China;2011.10.03;32;Hard;Outdoor;$3,336,500;Tomas Berdych
Tokyo;Tokyo, Japan;2011.10.03;32;Hard;Outdoor;$1,341,000;Andy Murray
ATP World Tour Masters 1000 Shanghai;Shanghai, China;2011.10.09;56;Hard;Outdoor;$5,650,000;Andy Murray
Moscow;Moscow, Russia;2011.10.17;28;Hard;Indoor;$805,500;Janko Tipsarevic
Stockholm;Stockholm, Sweden;2011.10.17;28;Hard;Indoor;€600,000;Gael Monfils
St. Petersburg;St. Petersburg, Russia;2011.10.24;32;Hard;Indoor;$750,000;Marin Cilic
Vienna;Vienna, Austria;2011.10.24;28;Hard;Indoor;€650,000;Jo-Wilfried Tsonga
Valencia;Valencia, Spain;2011.10.31;32;Hard;Indoor;€2,019,000;Marcel Granollers
Basel;Basel, Switzerland;2011.10.31;32;Hard;Indoor;€1,838,100;Roger Federer
ATP World Tour Masters 1000 Paris;Paris, France;2011.11.07;48;Hard;Indoor;€2,750,000;Roger Federer
ATP Finals;London, Great Britain;2011.11.20;16;Hard;Indoor;$5,070,000;Roger Federer
Brisbane;Brisbane, Australia;2012.01.01;32;Hard;Outdoor;$486,000;Andy Murray
Doha;Doha, Qatar;2012.01.02;32;Hard;Outdoor;$1,110,250;Jo-Wilfried Tsonga
Chennai;Chennai, India;2012.01.02;28;Hard;Outdoor;$450,000;Milos Raonic
Sydney;Sydney, Australia;2012.01.09;28;Hard;Outdoor;$486,000;Jarkko Nieminen
Auckland;Auckland, New Zealand;2012.01.09;28;Hard;Outdoor;$450,000;David Ferrer
Australian Open;Melbourne, Australia;2012.01.16;128;Hard;Outdoor;A$11,806,550;Novak Djokovic
Montpellier;Montpellier, France;2012.01.30;28;Hard;Indoor;€450,000;Tomas Berdych
Vina del Mar;Vina del Mar, Chile;2012.01.30;28;Clay;Outdoor;$450,000;Juan Monaco
Zagreb;Zagreb, Croatia;2012.01.30;32;Hard;Indoor;€450,000;Mikhail Youzhny
Rotterdam;Rotterdam, Netherlands;2012.02.13;32;Hard;Indoor;€1,502,500;Roger Federer
San Jose;San Jose, United States;2012.02.13;28;Hard;Indoor;$600,000;Milos Raonic
Sao Paulo;Sao Paulo, Brazil;2012.02.13;28;Clay;Indoor;$532,800;Nicolas Almagro
Memphis;Memphis, United States;2012.02.20;32;Hard;Indoor;$1,281,500;Jurgen Melzer
Marseille;Marseille, France;2012.02.20;28;Hard;Indoor;€576,000;Juan Martin del Potro
Buenos Aires;Buenos Aires, Argentina;2012.02.20;32;Clay;Outdoor;$553,100;David Ferrer
Dubai;Dubai, United Arab Emirates;2012.02.27;32;Hard;Outdoor;$2,313,975;Roger Federer
Acapulco;Acapulco, Mexico;2012.02.27;32;Clay;Outdoor;$1,281,500;David Ferrer
Delray Beach;Delray Beach, United States;2012.02.27;32;Hard;Outdoor;$500,000;Kevin Anderson
ATP World Tour Masters 1000 Indian Wells;Indian Wells, United States;2012.03.08;96;Hard;Outdoor;$5,816,010;Roger Federer
ATP World Tour Masters 1000 Miami;Miami, United States;2012.03.21;96;Hard;Outdoor;$4,828,050;Novak Djokovic
Houston;Houston, United States;2012.04.09;28;Clay;Outdoor;$500,000;Juan Monaco
Casablanca;Casablanca, Morocco;2012.04.09;28;Clay;Outdoor;€450,000;Pablo Andujar
ATP World Tour Masters 1000 Monte Carlo;Monte Carlo, Monaco;2012.04.15;56;Clay;Outdoor;€2,744,225;Rafael Nadal
Barcelona;Barcelona, Spain;2012.04.23;56;Clay;Outdoor;€2,072,500;Rafael Nadal
Bucharest;Bucharest, Romania;2012.04.23;28;Clay;Outdoor;€450,000;Gilles Simon
Estoril;Estoril, Portugal;2012.04.30;28;Clay;Outdoor;€450,000;Juan Martin del Potro
Munich;Munich, Germany;2012.04.30;28;Clay;Outdoor;€450,000;Philipp Kohlschreiber
Belgrade;Belgrade, Serbia;2012.04.30;28;Clay;Outdoor;€418,700;Andreas Seppi
ATP World Tour Masters 1000 Madrid;Madrid, Spain;2012.05.06;56;Clay;Outdoor;€3,973,695;Roger Federer
ATP World Tour Masters 1000 Rome;Rome, Italy;2012.05.13;56;Clay;Outdoor;€2,950,475;Rafael Nadal
World Team Championship;Dusseldorf, Germany;2012.05.20;32;Clay;Outdoor;€1,300,000;
Nice;Nice, France;2012.05.20;28;Clay;Outdoor;€450,000;Nicolas Almagro
Roland Garros;Paris, France;2012.05.27;128;Clay;Outdoor;€8,487,000;Rafael Nadal
Halle;Halle, Germany;2012.06.11;28;Grass;Outdoor;€750,000;Tommy Haas
London / Queen's Club;London, Great Britain;2012.06.11;56;Grass;Outdoor;€711,550;Marin Cilic
s-Hertogenbosch;s-Hertogenbosch, Netherlands;2012.06.17;32;Grass;Outdoor;€450,000;David Ferrer
Eastbourne;Eastbourne, Great Britain;2012.06.18;28;Grass;Outdoor;€455,700;Andy Roddick
Wimbledon;London, Great Britain;2012.06.25;128;Grass;Outdoor;£7,285,200;Roger Federer
Newport;Newport, United States;2012.07.09;32;Grass;Outdoor;$455,750;John Isner
Bastad;B†stad, Sweden;2012.07.09;28;Clay;Outdoor;€410,175;David Ferrer
Stuttgart;Stuttgart, Germany;2012.07.09;28;Clay;Outdoor;€410,175;Janko Tipsarevic
Umag;Umag, Croatia;2012.07.09;28;Clay;Outdoor;€410,175;Marin Cilic
Hamburg;Hamburg, Germany;2012.07.16;32;Clay;Outdoor;€1,015,000;Juan Monaco
Atlanta;Atlanta, United States;2012.07.16;28;Hard;Outdoor;$546,900;Andy Roddick
Gstaad;Gstaad, Switzerland;2012.07.16;28;Clay;Outdoor;€410,175;Thomaz Bellucci
Kitzbühel;Kitzbuhel, Austria;2012.07.22;28;Clay;Outdoor;€410,175;Robin Haase
Los Angeles;Los Angeles, United States;2012.07.23;28;Hard;Outdoor;$638,050;Sam Querrey
London Olympics;London, Great Britain;2012.07.25;64;Grass;Outdoor;;Andy Murray
Washington;Washington, United States;2012.07.30;32;Hard;Outdoor;$1,286,260;Alexandr Dolgopolov
ATP World Tour Masters 1000 Canada;Toronto, Canada;2012.08.06;48;Hard;Outdoor;$3,218,700;Novak Djokovic
ATP World Tour Masters 1000 Cincinnati;Cincinnati, United States;2012.08.12;56;Hard;Outdoor;$3,433,280;Roger Federer
Winston-Salem;Winston-Salem, United States;2012.08.19;48;Hard;Outdoor;$625,000;John Isner
US Open;New York, United States;2012.08.27;128;Hard;Outdoor;$11,777,000;Andy Murray
St. Petersburg;St. Petersburg, Russia;2012.09.17;32;Hard;Indoor;$468,350;Martin Klizan
Metz;Metz, France;2012.09.17;28;Hard;Indoor;€450,000;Jo-Wilfried Tsonga
Kuala Lumpur;Kuala Lumpur, Malaysia;2012.09.24;28;Hard;Indoor;$947,750;Juan Monaco
Bangkok;Bangkok, Thailand;2012.09.24;28;Hard;Indoor;$608,500;Richard Gasquet
Beijing;Beijing, China;2012.10.01;32;Hard;Outdoor;$3,441,500;Novak Djokovic
Tokyo;Tokyo, Japan;2012.10.01;32;Hard;Outdoor;$1,407,065;Kei Nishikori
ATP World Tour Masters 1000 Shanghai;Shanghai, China;2012.10.07;56;Hard;Outdoor;$5,891,600;Novak Djokovic
Moscow;Moscow, Russia;2012.10.15;28;Hard;Indoor;$742,150;Andreas Seppi
Stockholm;Stockholm, Sweden;2012.10.15;28;Hard;Indoor;€550,000;Tomas Berdych
Vienna;Vienna, Austria;2012.10.15;28;Hard;Indoor;€550,000;Juan Martin del Potro
Valencia;Valencia, Spain;2012.10.21;32;Hard;Indoor;€2,086,850;David Ferrer
Basel;Basel, Switzerland;2012.10.22;32;Hard;Indoor;€1,934,300;Juan Martin del Potro
ATP World Tour Masters 1000 Paris;Paris, France;2012.10.29;48;Hard;Indoor;€2,950,475;David Ferrer
ATP Finals;London, Great Britain;2012.11.05;8;Hard;Indoor;$5,500,000;Novak Djokovic
Brisbane;Brisbane, Australia;2012.12.30;28;Hard;Outdoor;$494,230;Andy Murray
Doha;Doha, Qatar;2012.12.31;32;Hard;Outdoor;$1,150,720;Richard Gasquet
Chennai;Chennai, India;2012.12.31;28;Hard;Outdoor;$442,750;Janko Tipsarevic
Sydney;Sydney, Australia;2013.01.07;28;Hard;Outdoor;$494,230;Bernard Tomic
Auckland;Auckland, New Zealand;2013.01.07;28;Hard;Outdoor;$491,000;David Ferrer
Australian Open;Melbourne, Australia;2013.01.14;128;Hard;Outdoor;A$13,803,160;Novak Djokovic
Montpellier;Montpellier, France;2013.02.04;28;Hard;Indoor;€467,800;Richard Gasquet
Vina del Mar;Vina del Mar, Chile;2013.02.04;28;Clay;Outdoor;$467,800;Horacio Zeballos
Zagreb;Zagreb, Croatia;2013.02.04;28;Hard;Indoor;€467,800;Marin Cilic
Rotterdam;Rotterdam, Netherlands;2013.02.11;32;Hard;Indoor;€1,575,875;Juan Martin del Potro
San Jose;San Jose, United States;2013.02.11;28;Hard;Indoor;$623,730;Milos Raonic
Sao Paulo;Sao Paulo, Brazil;2013.02.11;28;Clay;Indoor;$519,775;Rafael Nadal
Memphis;Memphis, United States;2013.02.18;32;Hard;Indoor;$1,353,550;Kei Nishikori
Marseille;Marseille, France;2013.02.18;28;Hard;Indoor;€598,535;Jo-Wilfried Tsonga
Buenos Aires;Buenos Aires, Argentina;2013.02.18;32;Clay;Outdoor;$570,470;David Ferrer
Dubai;Dubai, United Arab Emirates;2013.02.25;32;Hard;Outdoor;$2,413,300;Novak Djokovic
Acapulco;Acapulco, Mexico;2013.02.25;32;Clay;Outdoor;$1,353,550;Rafael Nadal
Delray Beach;Delray Beach, United States;2013.02.25;32;Hard;Outdoor;$519,775;Ernests Gulbis
ATP World Tour Masters 1000 Indian Wells;Indian Wells, United States;2013.03.07;96;Hard;Outdoor;$6,676,605;Rafael Nadal
ATP World Tour Masters 1000 Miami;Miami, United States;2013.03.20;96;Hard;Outdoor;$5,244,125;Andy Murray
Houston;Houston, United States;2013.04.08;28;Clay;Outdoor;$519,775;John Isner
Casablanca;Casablanca, Morocco;2013.04.08;28;Clay;Outdoor;€467,800;Tommy Robredo
ATP World Tour Masters 1000 Monte Carlo;Monte-Carlo, Monaco;2013.04.14;56;Clay;Outdoor;€2,998,495;Novak Djokovic
Barcelona;Barcelona, Spain;2013.04.22;48;Clay;Outdoor;€2,166,875;Rafael Nadal
Bucharest;Bucharest, Romania;2013.04.22;28;Clay;Outdoor;€467,800;Lukas Rosol
Munich;Munich, Germany;2013.04.29;28;Clay;Outdoor;€467,800;Tommy Haas
Oeiras;Oeiras, Portugal;2013.04.29;28;Clay;Outdoor;€467,800;Stan Wawrinka
ATP World Tour Masters 1000 Madrid;Madrid, Spain;2013.05.05;56;Clay;Outdoor;€4,303,867;Rafael Nadal
ATP World Tour Masters 1000 Rome;Rome, Italy;2013.05.12;56;Clay;Outdoor;€3,204,745;Rafael Nadal
Dusseldorf;Dusseldorf, Germany;2013.05.19;28;Clay;Outdoor;€467,800;Juan Monaco
Nice;Nice, France;2013.05.19;28;Clay;Outdoor;€467,800;Albert Montanes
Roland Garros;Paris, France;2013.05.27;128;Clay;Outdoor;€10,104,000;Rafael Nadal
Halle;Halle, Germany;2013.06.10;28;Grass;Outdoor;€779,665;Roger Federer
London / Queen's Club;London, Great Britain;2013.06.10;56;Grass;Outdoor;€779,665;Andy Murray
s-Hertogenbosch;s-Hertogenbosch, Netherlands;2013.06.16;32;Grass;Outdoor;€467,800;Nicolas Mahut
Eastbourne;Eastbourne, Great Britain;2013.06.17;28;Grass;Outdoor;€526,060;Feliciano Lopez
Wimbledon;London, Great Britain;2013.06.24;128;Grass;Outdoor;£10,514,000;Andy Murray
Newport;Newport, United States;2013.07.08;32;Grass;Outdoor;$519,775;Nicolas Mahut
Bastad;Bastad, Sweden;2013.07.08;28;Clay;Outdoor;€491,370;Carlos Berlocq
Stuttgart;Stuttgart, Germany;2013.07.08;28;Clay;Outdoor;€467,800;Fabio Fognini
Hamburg;Hamburg, Germany;2013.07.15;48;Clay;Outdoor;€1,230,500;Fabio Fognini
Bogota;Bogota, Colombia;2013.07.15;28;Hard;Outdoor;$727,685;Ivo Karlovic
Atlanta;Atlanta, United States;2013.07.22;28;Hard;Outdoor;$623,730;John Isner
Gstaad;Gstaad, Switzerland;2013.07.22;28;Clay;Outdoor;€467,800;Mikhail Youzhny
Umag;Umag, Croatia;2013.07.22;28;Clay;Outdoor;€467,800;Tommy Robredo
Kitzbühel;Kitzbhel, Austria;2013.07.28;28;Clay;Outdoor;€467,800;Marcel Granollers
Washington;Washington, United States;2013.07.29;48;Hard;Outdoor;$1,546,590;Juan Martin del Potro
ATP World Tour Masters 1000 Canada;Montreal, Canada;2013.08.05;56;Hard;Outdoor;$3,496,085;Rafael Nadal
ATP World Tour Masters 1000 Cincinnati;Cincinnati, United States;2013.08.11;56;Hard;Outdoor;$3,729,155;Rafael Nadal
Winston-Salem;Winston-Salem, United States;2013.08.18;48;Hard;Outdoor;$658,450;Jurgen Melzer
US Open;New York, United States;2013.08.26;128;Hard;Outdoor;$16,102,000;Rafael Nadal
St. Petersburg;St. Petersburg, Russia;2013.09.16;32;Hard;Indoor;$519,775;Ernests Gulbis
Metz;Metz, France;2013.09.16;28;Hard;Indoor;€467,800;Gilles Simon
Kuala Lumpur;Kuala Lumpur, Malaysia;2013.09.23;28;Hard;Indoor;$984,300;Joao Sousa
Bangkok;Bangkok, Thailand;2013.09.23;28;Hard;Indoor;$631,530;Milos Raonic
Beijing;Beijing, China;2013.09.30;32;Hard;Outdoor;$3,566,050;Novak Djokovic
Tokyo;Tokyo, Japan;2013.09.30;32;Hard;Outdoor;$1,437,800;Juan Martin del Potro
ATP World Tour Masters 1000 Shanghai;Shanghai, China;2013.10.07;56;Hard;Outdoor;$6,211,445;Novak Djokovic
Moscow;Moscow, Russia;2013.10.14;28;Hard;Indoor;$823,550;Richard Gasquet
Stockholm;Stockholm, Sweden;2013.10.14;28;Hard;Indoor;€600,565;Grigor Dimitrov
Vienna;Vienna, Austria;2013.10.14;28;Hard;Indoor;€571,755;Tommy Haas
Valencia;Valencia, Spain;2013.10.21;32;Hard;Indoor;€2,171,095;Mikhail Youzhny
Basel;Basel, Switzerland;2013.10.21;32;Hard;Indoor;€1,988,835;Juan Martin del Potro
ATP World Tour Masters 1000 Paris;Paris, France;2013.10.28;48;Hard;Indoor;€3,204,745;Novak Djokovic
ATP Finals;London, Great Britain;2013.11.04;8;Hard;Indoor;$6,000,000;Novak Djokovic
